speaker1,statement1,speaker2,statement2,label
Savannah Guthrie,Let’s get to questions.,President Trump,"Peaceful transfer, I absolutely want that. But ideally, I don’t want to transfer, because I want to win.",Counterargument
Savannah Guthrie,Okay.,President Trump,"But it’s sort of ironic that you, and them, talk about the peaceful transfer when I spent three and a half years fighting off these maniacs. And now, it turns out, everything’s there. That they were the ones that dealt with Russia, and it’s too bad.",Counterargument
Savannah Guthrie,Okay.,President Trump,"Peaceful transfer, I absolutely want that. But ideally, I don’t want to transfer, because I want to win.",Counterargument
Savannah Guthrie,Okay.,President Trump,Sure.,Neutral
Savannah Guthrie,"Yes. And I think that, your words will probably reassure some folks. Let’s get to our first voter. We’ve got Jacqueline Lugo. Now she is, I told you, this audience is truly split between y’all. You are leaning Biden, she voted for Clinton in 2016. She’s registered as an Independent. Jacqueline, what’s your question for the President? And hold the mic up close, and take off your mic, because it’s hard to hear, out here.",President Trump,"Peaceful transfer, I absolutely want that. But ideally, I don’t want to transfer, because I want to win.",Counterargument
Savannah Guthrie,"Yes. And I think that, your words will probably reassure some folks. Let’s get to our first voter. We’ve got Jacqueline Lugo. Now she is, I told you, this audience is truly split between y’all. You are leaning Biden, she voted for Clinton in 2016. She’s registered as an Independent. Jacqueline, what’s your question for the President? And hold the mic up close, and take off your mic, because it’s hard to hear, out here.",President Trump,Sure.,Neutral
Savannah Guthrie,"Yes. And I think that, your words will probably reassure some folks. Let’s get to our first voter. We’ve got Jacqueline Lugo. Now she is, I told you, this audience is truly split between y’all. You are leaning Biden, she voted for Clinton in 2016. She’s registered as an Independent. Jacqueline, what’s your question for the President? And hold the mic up close, and take off your mic, because it’s hard to hear, out here.",President Trump,How are you?,Neutral
Savannah Guthrie,Did you [crosstalk 00:25:52]-,President Trump,Sure.,Neutral
Savannah Guthrie,Did you [crosstalk 00:25:52]-,President Trump,How are you?,Neutral
Savannah Guthrie,Did you [crosstalk 00:25:52]-,President Trump,"Thank you very much, it’s beautiful.",Neutral
Savannah Guthrie,"Can I ask you, did your National Security Advisor, on January 28th in the Oval Office, warn you that this would be the greatest national security risk of your administration?",President Trump,How are you?,Neutral
Savannah Guthrie,"Can I ask you, did your National Security Advisor, on January 28th in the Oval Office, warn you that this would be the greatest national security risk of your administration?",President Trump,"Thank you very much, it’s beautiful.",Neutral
Savannah Guthrie,"Can I ask you, did your National Security Advisor, on January 28th in the Oval Office, warn you that this would be the greatest national security risk of your administration?",President Trump,As what?,Counterargument
Savannah Guthrie,"He didn’t say it, or you don’t remember?",President Trump,"Thank you very much, it’s beautiful.",Neutral
Savannah Guthrie,"He didn’t say it, or you don’t remember?",President Trump,As what?,Neutral
Savannah Guthrie,"He didn’t say it, or you don’t remember?",President Trump,"Well, I did put it in very early, as you know, Joe Biden was two months behind me, and he called me xenophobic and racist and everything else, because I put it in. And it turned out that I was 100% right. I also put it on Europe, very early, because I saw there was a lot of infection in Europe. And it’s sort of an amazing question. And I appreciate the question, and respect the question, but the news doesn’t get out the right answer.",Counterargument
Savannah Guthrie,Isn’t there a middle ground?,President Trump,As what?,Neutral
Savannah Guthrie,Isn’t there a middle ground?,President Trump,"Well, I did put it in very early, as you know, Joe Biden was two months behind me, and he called me xenophobic and racist and everything else, because I put it in. And it turned out that I was 100% right. I also put it on Europe, very early, because I saw there was a lot of infection in Europe. And it’s sort of an amazing question. And I appreciate the question, and respect the question, but the news doesn’t get out the right answer.",Counterargument
Savannah Guthrie,Isn’t there a middle ground?,President Trump,"Because I put on a travel ban far earlier than Dr. Fauci thought it was necessary. Who I like. Far earlier than the scientists… I was actually the only one that wanted to put it on. And I did it, actually against the advice of a lot of people, including Nancy Pelosi who had no clue what she was doing. And, Biden.",Counterargument
Savannah Guthrie,You don’t have to mislead-,President Trump,"Well, I did put it in very early, as you know, Joe Biden was two months behind me, and he called me xenophobic and racist and everything else, because I put it in. And it turned out that I was 100% right. I also put it on Europe, very early, because I saw there was a lot of infection in Europe. And it’s sort of an amazing question. And I appreciate the question, and respect the question, but the news doesn’t get out the right answer.",Counterargument
Savannah Guthrie,You don’t have to mislead-,President Trump,"Because I put on a travel ban far earlier than Dr. Fauci thought it was necessary. Who I like. Far earlier than the scientists… I was actually the only one that wanted to put it on. And I did it, actually against the advice of a lot of people, including Nancy Pelosi who had no clue what she was doing. And, Biden.",Counterargument
Savannah Guthrie,You don’t have to mislead-,President Trump,"When I put on the travel ban… You know, I put it on in January. The end of January. When I put on the travel ban Joe Biden, and others, said, “This is ridiculous. You don’t do that.” Well, Dr. Fauci said, I saved thousands and thousands of lives.",Counterargument
Savannah Guthrie,… but you can-,President Trump,"Because I put on a travel ban far earlier than Dr. Fauci thought it was necessary. Who I like. Far earlier than the scientists… I was actually the only one that wanted to put it on. And I did it, actually against the advice of a lot of people, including Nancy Pelosi who had no clue what she was doing. And, Biden.",Counterargument
Savannah Guthrie,… but you can-,President Trump,"When I put on the travel ban… You know, I put it on in January. The end of January. When I put on the travel ban Joe Biden, and others, said, “This is ridiculous. You don’t do that.” Well, Dr. Fauci said, I saved thousands and thousands of lives.",Counterargument
Savannah Guthrie,… but you can-,President Trump,"I was early, I was extremely early, when I put on the travel ban.",Counterargument
Savannah Guthrie,You’re going to like this next couple of voters.,President Trump,"When I put on the travel ban… You know, I put it on in January. The end of January. When I put on the travel ban Joe Biden, and others, said, “This is ridiculous. You don’t do that.” Well, Dr. Fauci said, I saved thousands and thousands of lives.",Counterargument
Savannah Guthrie,You’re going to like this next couple of voters.,President Trump,"I was early, I was extremely early, when I put on the travel ban.",Counterargument
Savannah Guthrie,You’re going to like this next couple of voters.,President Trump,"I read that, but no, he didn’t.",Counterargument
Savannah Guthrie,"It’s a mom and a daughter. Mom, Barbara voted for you in 2016. She’s leaning to vote for you again. Now, her daughter was too young to vote last time, she’s going to vote for her first time in a presidential campaign. And she is leaning, Biden. So imagine the dinner table at their house. Okay?",President Trump,"I was early, I was extremely early, when I put on the travel ban.",Counterargument
Savannah Guthrie,"It’s a mom and a daughter. Mom, Barbara voted for you in 2016. She’s leaning to vote for you again. Now, her daughter was too young to vote last time, she’s going to vote for her first time in a presidential campaign. And she is leaning, Biden. So imagine the dinner table at their house. Okay?",President Trump,"I read that, but no, he didn’t.",Counterargument
Savannah Guthrie,"It’s a mom and a daughter. Mom, Barbara voted for you in 2016. She’s leaning to vote for you again. Now, her daughter was too young to vote last time, she’s going to vote for her first time in a presidential campaign. And she is leaning, Biden. So imagine the dinner table at their house. Okay?",President Trump,"I read it… I read it, someplace. Maybe Woodward said it, or something. But no, he did not say that. But, I knew it was a big threat. At the same time, I don’t want to panic this country. I don’t want to go out and say, “Everybody’s going to die. Everybody’s going to-”",Counterargument
Savannah Guthrie,"So Barbara, why don’t you go first, and ask your question.",President Trump,"I read that, but no, he didn’t.",Counterargument
Savannah Guthrie,"So Barbara, why don’t you go first, and ask your question.",President Trump,"I read it… I read it, someplace. Maybe Woodward said it, or something. But no, he did not say that. But, I knew it was a big threat. At the same time, I don’t want to panic this country. I don’t want to go out and say, “Everybody’s going to die. Everybody’s going to-”",Counterargument
Savannah Guthrie,"So Barbara, why don’t you go first, and ask your question.",President Trump,Okay?,Neutral
Savannah Guthrie,Thank you.,President Trump,"I read it… I read it, someplace. Maybe Woodward said it, or something. But no, he did not say that. But, I knew it was a big threat. At the same time, I don’t want to panic this country. I don’t want to go out and say, “Everybody’s going to die. Everybody’s going to-”",Counterargument
Savannah Guthrie,Thank you.,President Trump,Okay?,Neutral
Savannah Guthrie,Thank you.,President Trump,"No, there’s not a middle ground.",Counterargument
Savannah Guthrie,Who was talking about that?,President Trump,Okay?,Neutral
Savannah Guthrie,Who was talking about that?,President Trump,"No, there’s not a middle ground.",Neutral
Savannah Guthrie,Who was talking about that?,President Trump,"No, no. No. There’s not a middle ground. You have to be safe. You have to be vigilant, and you have to be smart.",Counterargument
Savannah Guthrie,"I heard, 20%.",President Trump,"No, there’s not a middle ground.",Counterargument
Savannah Guthrie,"I heard, 20%.",President Trump,"No, no. No. There’s not a middle ground. You have to be safe. You have to be vigilant, and you have to be smart.",Counterargument
Savannah Guthrie,"I heard, 20%.",President Trump,Okay. Good.,Neutral
Savannah Guthrie,"Let’s talk to Isabella, and put the mic close to your mouth. Okay, go ahead.",President Trump,"No, no. No. There’s not a middle ground. You have to be safe. You have to be vigilant, and you have to be smart.",Counterargument
Savannah Guthrie,"Let’s talk to Isabella, and put the mic close to your mouth. Okay, go ahead.",President Trump,Okay. Good.,Neutral
Savannah Guthrie,"Let’s talk to Isabella, and put the mic close to your mouth. Okay, go ahead.",President Trump,We’ll talk you out of it.,Counterargument
Savannah Guthrie,"Who is, I don’t get that, because it’s just… All of your public health officials, your administration, they’re in unison about this.",President Trump,Okay. Good.,Counterargument
Savannah Guthrie,"Who is, I don’t get that, because it’s just… All of your public health officials, your administration, they’re in unison about this.",President Trump,We’ll talk you out of it.,Counterargument
Savannah Guthrie,"Who is, I don’t get that, because it’s just… All of your public health officials, your administration, they’re in unison about this.",President Trump,"[Spanish, foreign language 00:26:48] Miami.",Neutral
Savannah Guthrie,They’re all in unison about it.,President Trump,We’ll talk you out of it.,Counterargument
Savannah Guthrie,They’re all in unison about it.,President Trump,"[Spanish, foreign language 00:26:48] Miami.",Counterargument
Savannah Guthrie,They’re all in unison about it.,President Trump,Right.,Counterargument
Savannah Guthrie,"The University of Washington, which is, they have a model that your coronavirus task force relies on. Says that, if everyone wore a mask, you could cut expected deaths in half.",President Trump,"[Spanish, foreign language 00:26:48] Miami.",Neutral
Savannah Guthrie,"The University of Washington, which is, they have a model that your coronavirus task force relies on. Says that, if everyone wore a mask, you could cut expected deaths in half.",President Trump,Right.,Counterargument
Savannah Guthrie,"The University of Washington, which is, they have a model that your coronavirus task force relies on. Says that, if everyone wore a mask, you could cut expected deaths in half.",President Trump,Right.,Restatement
Savannah Guthrie,"60,000 lives. Well, what does that mean?",President Trump,Right.,Counterargument
Savannah Guthrie,"60,000 lives. Well, what does that mean?",President Trump,Right.,Counterargument
Savannah Guthrie,"60,000 lives. Well, what does that mean?",President Trump,Right.,Counterargument
Savannah Guthrie,He’s not an infectious disease expert.,President Trump,Right.,Counterargument
Savannah Guthrie,He’s not an infectious disease expert.,President Trump,Right.,Counterargument
Savannah Guthrie,He’s not an infectious disease expert.,President Trump,"So, it’s happening. We just set a record, 11.4 million jobs. We are going to have a phenomenal third quarter, which will be announced on November 1st, just prior to the big November 3rd day, where I think you’re going to see a red wave. But we’re going to have a tremendous announcement. I believe. I mean, we’re going to find out, but GDP is going through the roof. Jobs, real estate, houses. So many things are happening.",Neutral
Savannah Guthrie,"But I don’t get it, because you have so much power and influence as president.",President Trump,Right.,Counterargument
Savannah Guthrie,"But I don’t get it, because you have so much power and influence as president.",President Trump,"So, it’s happening. We just set a record, 11.4 million jobs. We are going to have a phenomenal third quarter, which will be announced on November 1st, just prior to the big November 3rd day, where I think you’re going to see a red wave. But we’re going to have a tremendous announcement. I believe. I mean, we’re going to find out, but GDP is going through the roof. Jobs, real estate, houses. So many things are happening.",Counterargument
Savannah Guthrie,"But I don’t get it, because you have so much power and influence as president.",President Trump,"So, people were saying, we’re going to have a 42% unemployment. Look, this was a thing that came into our country and it happened a hundred, more than a hundred years ago, and it happened now. They were talking about a 42% unemployment rate.",Counterargument
Savannah Guthrie,And you could go to your… You could require it-,President Trump,"So, it’s happening. We just set a record, 11.4 million jobs. We are going to have a phenomenal third quarter, which will be announced on November 1st, just prior to the big November 3rd day, where I think you’re going to see a red wave. But we’re going to have a tremendous announcement. I believe. I mean, we’re going to find out, but GDP is going through the roof. Jobs, real estate, houses. So many things are happening.",Counterargument
Savannah Guthrie,And you could go to your… You could require it-,President Trump,"So, people were saying, we’re going to have a 42% unemployment. Look, this was a thing that came into our country and it happened a hundred, more than a hundred years ago, and it happened now. They were talking about a 42% unemployment rate.",Counterargument
Savannah Guthrie,And you could go to your… You could require it-,President Trump,"It came out, it just came out-",Neutral
Savannah Guthrie,"… at your rallies, and you could say-",President Trump,"So, people were saying, we’re going to have a 42% unemployment. Look, this was a thing that came into our country and it happened a hundred, more than a hundred years ago, and it happened now. They were talking about a 42% unemployment rate.",Counterargument
Savannah Guthrie,"… at your rallies, and you could say-",President Trump,"It came out, it just came out-",Counterargument
Savannah Guthrie,"… at your rallies, and you could say-",President Trump,"… at 7.8% unemployment, and people can’t even believe it. Our economy is going to be… Next year, if we don’t have somebody that raises taxes and quadruples taxes, which they want to do, and it kills everything. Our economy is going to be phenomenal, next year. We’re going to have a phenomenal…",Counterargument
Savannah Guthrie,"“Everyone put on a mask right now.” And the University of Washington says, you would save lives.",President Trump,"It came out, it just came out-",Counterargument
Savannah Guthrie,"“Everyone put on a mask right now.” And the University of Washington says, you would save lives.",President Trump,"… at 7.8% unemployment, and people can’t even believe it. Our economy is going to be… Next year, if we don’t have somebody that raises taxes and quadruples taxes, which they want to do, and it kills everything. Our economy is going to be phenomenal, next year. We’re going to have a phenomenal…",Counterargument
Savannah Guthrie,"“Everyone put on a mask right now.” And the University of Washington says, you would save lives.",President Trump,"And, I’ll tell you, Savannah. We had the greatest economy in the history of our country last year, including the state of Florida, where we are now. In Pennsylvania, in North Carolina, in Ohio, every place. We had the greatest economy we ever had. We had to close it down, we saved two million lives. We’re opening it up. We have a V-shape and it’s coming back. It’s coming back very fast.",Counterargument
Savannah Guthrie,"At first, but then everybody agreed.",President Trump,"… at 7.8% unemployment, and people can’t even believe it. Our economy is going to be… Next year, if we don’t have somebody that raises taxes and quadruples taxes, which they want to do, and it kills everything. Our economy is going to be phenomenal, next year. We’re going to have a phenomenal…",Counterargument
Savannah Guthrie,"At first, but then everybody agreed.",President Trump,"And, I’ll tell you, Savannah. We had the greatest economy in the history of our country last year, including the state of Florida, where we are now. In Pennsylvania, in North Carolina, in Ohio, every place. We had the greatest economy we ever had. We had to close it down, we saved two million lives. We’re opening it up. We have a V-shape and it’s coming back. It’s coming back very fast.",Counterargument
Savannah Guthrie,"At first, but then everybody agreed.",President Trump,"One other thing, we really helped the hospitals. We’ve sent billions and billions of dollars to the hospitals. In addition, hundreds of millions of masks and gowns. And we went into the ventilator business, because this country was not equipped with ventilators. And I’m not blaming anybody for it. But we’re now making thousands of ventilators a month, and we have all we can use. We’re sending them all over the world, because the world needs them. So, they’ve worked very hard and really very, very effectively. Thank you. Great question.",Counterargument
Savannah Guthrie,"I looked at that report, it’s not about mask wearing. It was neutral on the question of masks.",President Trump,"And, I’ll tell you, Savannah. We had the greatest economy in the history of our country last year, including the state of Florida, where we are now. In Pennsylvania, in North Carolina, in Ohio, every place. We had the greatest economy we ever had. We had to close it down, we saved two million lives. We’re opening it up. We have a V-shape and it’s coming back. It’s coming back very fast.",Neutral
Savannah Guthrie,"I looked at that report, it’s not about mask wearing. It was neutral on the question of masks.",President Trump,"One other thing, we really helped the hospitals. We’ve sent billions and billions of dollars to the hospitals. In addition, hundreds of millions of masks and gowns. And we went into the ventilator business, because this country was not equipped with ventilators. And I’m not blaming anybody for it. But we’re now making thousands of ventilators a month, and we have all we can use. We’re sending them all over the world, because the world needs them. So, they’ve worked very hard and really very, very effectively. Thank you. Great question.",Counterargument
Savannah Guthrie,"I looked at that report, it’s not about mask wearing. It was neutral on the question of masks.",President Trump,"No, because I was okay with the masks. I was good with it, but I’ve heard many different stories on masks. I had, being president, you have people, they bring meals, they bring this, they… And I had an instance recently, where a very wonderful person is bringing me a meal, and he’s playing with his mask. And he’s touching his mask, all over the place.",Counterargument
Savannah Guthrie,Okay. Okay.,President Trump,"One other thing, we really helped the hospitals. We’ve sent billions and billions of dollars to the hospitals. In addition, hundreds of millions of masks and gowns. And we went into the ventilator business, because this country was not equipped with ventilators. And I’m not blaming anybody for it. But we’re now making thousands of ventilators a month, and we have all we can use. We’re sending them all over the world, because the world needs them. So, they’ve worked very hard and really very, very effectively. Thank you. Great question.",Neutral
Savannah Guthrie,Okay. Okay.,President Trump,"No, because I was okay with the masks. I was good with it, but I’ve heard many different stories on masks. I had, being president, you have people, they bring meals, they bring this, they… And I had an instance recently, where a very wonderful person is bringing me a meal, and he’s playing with his mask. And he’s touching his mask, all over the place.",Counterargument
Savannah Guthrie,Okay. Okay.,President Trump,"And then he’s bringing a plate in, and I’m saying, “Well, I don’t know if that’s so good.” I mean, the good news, I didn’t eat it. Okay? I decided not to eat it. This was a month ago. But I… Look, look, you have, on the masks, you have two stories. You have a story where they want, a story where they don’t want. I am all for it.",Counterargument
Savannah Guthrie,"Let’s take a break. We’re going to get more questions, right after this.",President Trump,"No, because I was okay with the masks. I was good with it, but I’ve heard many different stories on masks. I had, being president, you have people, they bring meals, they bring this, they… And I had an instance recently, where a very wonderful person is bringing me a meal, and he’s playing with his mask. And he’s touching his mask, all over the place.",Counterargument
Savannah Guthrie,"Let’s take a break. We’re going to get more questions, right after this.",President Trump,"And then he’s bringing a plate in, and I’m saying, “Well, I don’t know if that’s so good.” I mean, the good news, I didn’t eat it. Okay? I decided not to eat it. This was a month ago. But I… Look, look, you have, on the masks, you have two stories. You have a story where they want, a story where they don’t want. I am all for it.",Counterargument
Savannah Guthrie,"Let’s take a break. We’re going to get more questions, right after this.",President Trump,Some. No.,Neutral
Savannah Guthrie,We are live in Miami in the middle of a town hall with President Trump. Thank you again for being here.,President Trump,"And then he’s bringing a plate in, and I’m saying, “Well, I don’t know if that’s so good.” I mean, the good news, I didn’t eat it. Okay? I decided not to eat it. This was a month ago. But I… Look, look, you have, on the masks, you have two stories. You have a story where they want, a story where they don’t want. I am all for it.",Neutral
Savannah Guthrie,We are live in Miami in the middle of a town hall with President Trump. Thank you again for being here.,President Trump,Some. No.,Counterargument
Savannah Guthrie,We are live in Miami in the middle of a town hall with President Trump. Thank you again for being here.,President Trump,"No, the [crosstalk 00:30:25].",Neutral
Savannah Guthrie,"We’ve got another voter, Adam Schucher. He voted for Clinton in 2016. He’s registered as a Democrat and says he’s supporting Biden. Adam, take it away.",President Trump,Some. No.,Counterargument
Savannah Guthrie,"We’ve got another voter, Adam Schucher. He voted for Clinton in 2016. He’s registered as a Democrat and says he’s supporting Biden. Adam, take it away.",President Trump,"No, the [crosstalk 00:30:25].",Counterargument
Savannah Guthrie,"We’ve got another voter, Adam Schucher. He voted for Clinton in 2016. He’s registered as a Democrat and says he’s supporting Biden. Adam, take it away.",President Trump,"And then, you have other people that disagree.",Counterargument
Savannah Guthrie,"To the voter’s point, I’ll just say that in 2016, you were on another show, actually another morning show, and you were asked whether President Obama should nominate a Supreme Court Justice Merrick Garland. And you said, “I think the Senate should wait until the next president, and let the president pick.” Now that was eight months before the election. This is three weeks before the election.",President Trump,"No, the [crosstalk 00:30:25].",Counterargument
Savannah Guthrie,"To the voter’s point, I’ll just say that in 2016, you were on another show, actually another morning show, and you were asked whether President Obama should nominate a Supreme Court Justice Merrick Garland. And you said, “I think the Senate should wait until the next president, and let the president pick.” Now that was eight months before the election. This is three weeks before the election.",President Trump,"And then, you have other people that disagree.",Counterargument
Savannah Guthrie,"To the voter’s point, I’ll just say that in 2016, you were on another show, actually another morning show, and you were asked whether President Obama should nominate a Supreme Court Justice Merrick Garland. And you said, “I think the Senate should wait until the next president, and let the president pick.” Now that was eight months before the election. This is three weeks before the election.",President Trump,"Scott Atkins, if you look at Scott, Dr. Scott. He’s from, great guy, Stanford. He will tell you that, he disagrees with you.",Counterargument
Savannah Guthrie,So you have changed your position on this?,President Trump,"And then, you have other people that disagree.",Counterargument
Savannah Guthrie,So you have changed your position on this?,President Trump,"Scott Atkins, if you look at Scott, Dr. Scott. He’s from, great guy, Stanford. He will tell you that, he disagrees with you.",Counterargument
Savannah Guthrie,So you have changed your position on this?,President Trump,"Oh, I don’t know. Look, he’s an expert. He’s one of the great experts of the world.",Neutral
Savannah Guthrie,You’ve mentioned that you would like to see Amy Coney Barrett confirmed to the Supreme Court in case any challenges come up in connection with the election. Do you expect her to rule for you?,President Trump,"Scott Atkins, if you look at Scott, Dr. Scott. He’s from, great guy, Stanford. He will tell you that, he disagrees with you.",Counterargument
Savannah Guthrie,You’ve mentioned that you would like to see Amy Coney Barrett confirmed to the Supreme Court in case any challenges come up in connection with the election. Do you expect her to rule for you?,President Trump,"Oh, I don’t know. Look, he’s an expert. He’s one of the great experts of the world.",Counterargument
Savannah Guthrie,You’ve mentioned that you would like to see Amy Coney Barrett confirmed to the Supreme Court in case any challenges come up in connection with the election. Do you expect her to rule for you?,President Trump,I’m all for it.,Counterargument
Savannah Guthrie,But for you? You think she would rule for you?,President Trump,"Oh, I don’t know. Look, he’s an expert. He’s one of the great experts of the world.",Counterargument
Savannah Guthrie,But for you? You think she would rule for you?,President Trump,I’m all for it.,Counterargument
Savannah Guthrie,But for you? You think she would rule for you?,President Trump,By the way-,Neutral
Savannah Guthrie,"Of course she’ll rule one way or the other, but-",President Trump,I’m all for it.,Counterargument
Savannah Guthrie,"Of course she’ll rule one way or the other, but-",President Trump,By the way-,Neutral
Savannah Guthrie,"Of course she’ll rule one way or the other, but-",President Trump,"I never said, “Don’t wear them.”",Counterargument
Savannah Guthrie,"Let’s get our next voter. She’s leaning to you, Mr. President. She voted for you in 2016. She is a registered Republican. Her name is Moriah Greene. Mariah, what’s your question?",President Trump,By the way-,Neutral
Savannah Guthrie,"Let’s get our next voter. She’s leaning to you, Mr. President. She voted for you in 2016. She is a registered Republican. Her name is Moriah Greene. Mariah, what’s your question?",President Trump,"I never said, “Don’t wear them.”",Neutral
Savannah Guthrie,"Let’s get our next voter. She’s leaning to you, Mr. President. She voted for you in 2016. She is a registered Republican. Her name is Moriah Greene. Mariah, what’s your question?",President Trump,"Savannah, University of Washington. And then, you have other places, say different things. You have a lot of… Hey. Dr. Fauci said, “Don’t wear a mask,” right?",Neutral
Savannah Guthrie,"But what is your preference? Because agreed, that’s not something you should talk to the judge about. But would you like to see Roe versus Wade overturned?",President Trump,"I never said, “Don’t wear them.”",Neutral
Savannah Guthrie,"But what is your preference? Because agreed, that’s not something you should talk to the judge about. But would you like to see Roe versus Wade overturned?",President Trump,"Savannah, University of Washington. And then, you have other places, say different things. You have a lot of… Hey. Dr. Fauci said, “Don’t wear a mask,” right?",Counterargument
Savannah Guthrie,"But what is your preference? Because agreed, that’s not something you should talk to the judge about. But would you like to see Roe versus Wade overturned?",President Trump,"Oh, I don’t know. Then he changed his mind. But then, you have a report coming out two days ago, that 85% of the people wearing masks catch it.",Counterargument
Savannah Guthrie,You’re running as a pro-life Republican. Most pro-life Republicans would like to see Roe v. Wade overturned and abortion banned.,President Trump,"Savannah, University of Washington. And then, you have other places, say different things. You have a lot of… Hey. Dr. Fauci said, “Don’t wear a mask,” right?",Neutral
Savannah Guthrie,You’re running as a pro-life Republican. Most pro-life Republicans would like to see Roe v. Wade overturned and abortion banned.,President Trump,"Oh, I don’t know. Then he changed his mind. But then, you have a report coming out two days ago, that 85% of the people wearing masks catch it.",Neutral
Savannah Guthrie,You’re running as a pro-life Republican. Most pro-life Republicans would like to see Roe v. Wade overturned and abortion banned.,President Trump,"Savannah. We’re on the same side. I say, wear the mask. I’m fine with it.",Neutral
Savannah Guthrie,"All right. We have another question. This is Cindy Velez. She is undecided. She says she’s leaning to Biden, and she did vote for Clinton in 2016. She’s registered as a Democrat. Hi Cindy. What’s your question?",President Trump,"Oh, I don’t know. Then he changed his mind. But then, you have a report coming out two days ago, that 85% of the people wearing masks catch it.",Neutral
Savannah Guthrie,"All right. We have another question. This is Cindy Velez. She is undecided. She says she’s leaning to Biden, and she did vote for Clinton in 2016. She’s registered as a Democrat. Hi Cindy. What’s your question?",President Trump,"Savannah. We’re on the same side. I say, wear the mask. I’m fine with it.",Neutral
Savannah Guthrie,"All right. We have another question. This is Cindy Velez. She is undecided. She says she’s leaning to Biden, and she did vote for Clinton in 2016. She’s registered as a Democrat. Hi Cindy. What’s your question?",President Trump,I have no problem. We’re on the same side.,Neutral
Savannah Guthrie,"Let’s go to our next question. We have Paulette Dale, she leans slightly to Biden. She voted for Clinton in 2016. She’s registered as a Republican. Paulette, what’s your question?",President Trump,"Savannah. We’re on the same side. I say, wear the mask. I’m fine with it.",Neutral
Savannah Guthrie,"Let’s go to our next question. We have Paulette Dale, she leans slightly to Biden. She voted for Clinton in 2016. She’s registered as a Republican. Paulette, what’s your question?",President Trump,I have no problem. We’re on the same side.,Counterargument
Savannah Guthrie,"Let’s go to our next question. We have Paulette Dale, she leans slightly to Biden. She voted for Clinton in 2016. She’s registered as a Republican. Paulette, what’s your question?",President Trump,Thank you.,Neutral
Savannah Guthrie,"Mr. President, in point of fact, the DACA program… Under your administration, no new applicants are allowed. And in fact, the DACA recipients now have to renew every year as opposed to every two years. So in fact, the DACA program has been curtailed by your administration.",President Trump,I have no problem. We’re on the same side.,Counterargument
Savannah Guthrie,"Mr. President, in point of fact, the DACA program… Under your administration, no new applicants are allowed. And in fact, the DACA recipients now have to renew every year as opposed to every two years. So in fact, the DACA program has been curtailed by your administration.",President Trump,Thank you.,Neutral
Savannah Guthrie,"Mr. President, in point of fact, the DACA program… Under your administration, no new applicants are allowed. And in fact, the DACA recipients now have to renew every year as opposed to every two years. So in fact, the DACA program has been curtailed by your administration.",President Trump,(silence).,Counterargument
Savannah Guthrie,"You have been promising this immigration bill since, well, at least July, when you told my colleague on Telemundo it was coming. But nothing’s come yet.",President Trump,Thank you.,Counterargument
Savannah Guthrie,"You have been promising this immigration bill since, well, at least July, when you told my colleague on Telemundo it was coming. But nothing’s come yet.",President Trump,(silence).,Counterargument
Savannah Guthrie,"You have been promising this immigration bill since, well, at least July, when you told my colleague on Telemundo it was coming. But nothing’s come yet.",President Trump,Thank you. Thank you very much.,Neutral
Savannah Guthrie,"Sir, we have about 30 seconds left.",President Trump,(silence).,Neutral
Savannah Guthrie,"Sir, we have about 30 seconds left.",President Trump,Thank you. Thank you very much.,Neutral
Savannah Guthrie,"Sir, we have about 30 seconds left.",President Trump,"Good. So we got rid of the individual mandate on Obamacare, which was the worst part of Obamacare, and now you could actually say it’s not Obamacare because that’s how big it was, where you had to pay a fortune for the privilege of not having to pay for bad health insurance, so we got rid of that. That was a big, big thing. And by doing that, and we will always have… By the way, we’re always protecting people with pre-existing conditions, and I can’t say that more strongly, but we’ve been able to bring healthcare costs way down. Now, I took over Obamacare, got rid of the individual mandate, made it good, managed it much better. Remember, they had the $5 billion website disaster, and all of the problems they had. The problem with Obamacare, it’s not good. We’d like to terminate it, and we want a much less expensive healthcare that’s a much better healthcare, and that’s where we’re aiming. And if we can do that, and we have a very good chance of doing it, but we’ve also brought down the price of Obamacare. The problem with Obamacare, it basically is never going to be great, and I want to give great healthcare. So important. And thank you very much.",Counterargument
Savannah Guthrie,"I think about people sitting out there tonight. There are some who love you. Some of them are sitting right around here, and some who will never vote for you. But there are people in the middle. There are people who aren’t sure.",President Trump,Thank you. Thank you very much.,Neutral
Savannah Guthrie,"I think about people sitting out there tonight. There are some who love you. Some of them are sitting right around here, and some who will never vote for you. But there are people in the middle. There are people who aren’t sure.",President Trump,"Good. So we got rid of the individual mandate on Obamacare, which was the worst part of Obamacare, and now you could actually say it’s not Obamacare because that’s how big it was, where you had to pay a fortune for the privilege of not having to pay for bad health insurance, so we got rid of that. That was a big, big thing. And by doing that, and we will always have… By the way, we’re always protecting people with pre-existing conditions, and I can’t say that more strongly, but we’ve been able to bring healthcare costs way down. Now, I took over Obamacare, got rid of the individual mandate, made it good, managed it much better. Remember, they had the $5 billion website disaster, and all of the problems they had. The problem with Obamacare, it’s not good. We’d like to terminate it, and we want a much less expensive healthcare that’s a much better healthcare, and that’s where we’re aiming. And if we can do that, and we have a very good chance of doing it, but we’ve also brought down the price of Obamacare. The problem with Obamacare, it basically is never going to be great, and I want to give great healthcare. So important. And thank you very much.",Counterargument
